coefficients,x_known,y_known,z_known,e_known,z_func_known
"[0.89, 1.4026718134530172, 0.4345699131123553, -0.39, 1.689426969695084, 0.6161245460440756, -0.35, 1.5264476203943222, 0.41100660581087706, -0.21, 1.7986684617179807, 0.548191614065593]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94]","[-0.81, -0.56, -0.34, 0.05, 0.12, 0.52, 0.8, -0.71, -0.56, -0.39, -0.06, 0.01, 0.32, 0.43, 0.79, -0.67, -0.4, -0.13, -0.06, 0.29, 0.38, 0.63, -0.72, -0.54, -0.28, 0.14, 0.51, 0.76]","[0.7596656217345873, 0.8074398249452954, 0.8169014084507042, 0.8411016949152542, 0.8488888888888889, 0.7049808429118773, 0.5424836601307189, 0.8391959798994975, 0.8934169278996865, 0.89375, 0.9516407599309153, 0.9297124600638977, 0.8893617021276595, 0.8007380073800738, 0.39558573853989815, 0.7741935483870968, 0.7916194790486977, 0.8255813953488372, 0.8263736263736263, 0.8177727784026997, 0.8160919540229885, 0.5653370013755158, 0.42857142857142855, 0.4624505928853755, 0.4479166666666667, 0.4697286012526096, 0.37719298245614036, 0.16885964912280702]","[0.02102166228983824, 0.027596694102122205, 0.021646067491506143, 0.017604047192441102, 0.03523808888253275, 0.03104199390021946, 0.03037266311495176, 0.027259690422139056, 0.017785124324697955, 0.01773110515009569, 0.012767339054213022, 0.012018566644904633, 0.017219309744264583, 0.025729885689523, 0.0378432098110228, 0.02148368659944077, 0.020562271809311024, 0.03042410303534727, 0.01866731967299373, 0.019303032595502895, 0.03577247826824246, 0.030592365269114567, 0.05856571869219913, 0.027871448428276626, 0.032262163801889926, 0.0403366584505807, 0.06133476783645584, 0.032637805326202605]","[0.7716212108779036, 0.8095738423215282, 0.8417462677188352, 0.8529008698632438, 0.844085176668673, 0.6965235832058758, 0.46475060987834044, 0.8410908749812848, 0.8697861410005358, 0.9054679596820184, 0.947659296654469, 0.9465593619773606, 0.8708194712994355, 0.8084120258705186, 0.42892811620954363, 0.7522626151910242, 0.7948353642215744, 0.8325361887219349, 0.8361190847778253, 0.7780926825440492, 0.7352075287457643, 0.5342589135572705, 0.46924355249605654, 0.45722787358418027, 0.46984235330888824, 0.4742672010308296, 0.34841027982388095, 0.13499008120403594]"
"[-0.31903248713317545, 1.6177775268081405, 0.2561715269511316, -0.2750280061492892, 1.6630932209634535, 0.7194573020121955, -0.18701904418151666, 1.6095500299757102, 0.6745713884133118, 0.28236208631327026, 1.683789613662543, 0.42313862206886454]","[1.39, 1.39, 1.39, 1.39, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.77, 1.77, 1.77, 1.77, 1.77, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99]","[-0.54, -0.19, 0.05, 0.82, -0.75, -0.59, -0.41, -0.14, 0.18, 0.36, 0.53, 0.67, -0.84, -0.33, -0.15, 0.5, 0.73, -0.82, -0.6, -0.29, -0.24, 0.07, 0.25, 0.44, 0.55, 0.72]","[-0.1655773420479303, -0.20634920634920634, -0.3104166666666667, -0.4407158836689038, -0.33478735005452565, -0.3149492017416546, -0.27448275862068966, -0.3673469387755102, -0.45387453874538747, -0.5678832116788322, -0.6703056768558951, -0.5895372233400402, -0.36246786632390743, -0.18330308529945555, -0.33980582524271846, -0.6022944550669216, -0.5906735751295337, -0.16044776119402984, -0.026845637583892617, 0.014084507042253521, -0.021231422505307854, -0.16981132075471697, -0.2838323353293413, -0.3082706766917293, -0.30260047281323876, -0.3604336043360434]","[0.03254934487258323, 0.034190802786183284, 0.03068050230900515, 0.0424572296929915, 0.03111727965229402, 0.03615815526336727, 0.035712631112717955, 0.03131755693745776, 0.038274544812289236, 0.03144938368475372, 0.024519181947580536, 0.036232145045534285, 0.033413685101080705, 0.041879612678628955, 0.04633489325381588, 0.034906085127942355, 0.029041348217226703, 0.04263382170996034, 0.03343294922186704, 0.048445352462970555, 0.032574416300900536, 0.04512187352406684, 0.03318320052243254, 0.03117755516679151, 0.032768854386343534, 0.048558840815192995]","[-0.16431631594527077, -0.20484374139482645, -0.30527200851028086, -0.4732713015442195, -0.37011386328629836, -0.28437225058634186, -0.2641116482463217, -0.3392314802286888, -0.5024466336377432, -0.5868255584288997, -0.6369882798822055, -0.6436285462162316, -0.4075923917822289, -0.22481414824726628, -0.2872047897897036, -0.5924799560949885, -0.5906497590058984, -0.1384880546751547, -0.020371409303998316, -0.021094022925501842, -0.03417630151020765, -0.15737428481321683, -0.23777560243888185, -0.30522499628529626, -0.32798447939216535, -0.3282015267243745]"
"[-0.1776276801273768, 1.6519438044097834, 0.252009957626815, 0.1776276801273768, 1.6916022885995003, 0.6739705184295397, -0.060602384984634446, 1.6403082945741307, 0.25378001428726354, 0.19852505426000938, 1.7650098119289181, 0.2655804642642378]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99]","[-0.71, -0.56, -0.22, -0.02, 0.28, 0.38, 0.63, -0.64, -0.57, -0.27, 0.11, 0.27, 0.44, 0.61, -0.85, -0.63, -0.46, -0.23, 0.04, 0.23, 0.3, 0.63, 0.78, -0.7, -0.57, -0.14, 0.1, 0.49, 0.76]","[-0.15581854043392504, -0.053824362606232294, -0.043209876543209874, -0.10137672090112641, -0.026052104208416832, -0.08188585607940446, -0.04595879556259905, -0.3103448275862069, -0.08080808080808081, -0.26842105263157895, -0.2772585669781931, -0.30149253731343284, -0.29333333333333333, -0.2910344827586207, -0.5431034482758621, -0.17278617710583152, -0.14960629921259844, -0.18484848484848485, -0.24663677130044842, -0.32137030995106036, -0.27899686520376177, -0.23887973640856672, -0.24070021881838075, -0.16195372750642673, -0.116751269035533, -0.0423728813559322, -0.12241653418124006, -0.12062256809338522, -0.044186046511627906]","[0.043869102911395105, 0.053147476095005815, 0.03924701975335513, 0.035195196090645565, 0.04475095386106959, 0.04964626000957494, 0.03976730631463595, 0.04049794617342783, 0.07083449389694926, 0.049416333824912034, 0.0379195674225839, 0.030076225713649915, 0.03186700759154374, 0.03553141261680163, 0.05512676005755641, 0.032367772832615355, 0.03316146467359346, 0.0382541548080019, 0.04588859347709442, 0.038247095740683336, 0.031041832246551843, 0.039413669584769113, 0.03210457823784918, 0.05003266260010015, 0.03537990232893981, 0.0650359919558757, 0.039572721734792135, 0.06192282745942936, 0.034066412451536826]","[-0.11366634958733915, -0.08837698048052209, -0.05559296254425288, -0.04643566864876312, -0.03699277725957327, -0.033128471378250625, -0.01748863901139691, -0.2670126201609731, -0.23044285710075776, -0.173928095821667, -0.2347167213622378, -0.2667819397126513, -0.28431172776054625, -0.2697522073476562, -0.47278202125242796, -0.23514652423093488, -0.15587156332048388, -0.15090215465205098, -0.22773871157425854, -0.2903778249138195, -0.3080496008671625, -0.2941004563337315, -0.2051915844862883, -0.14965002560799412, -0.08656816400974579, -0.0680370702044472, -0.11766550133923935, -0.1543230386824065, -0.06428029389428347]"
"[-0.006037176377567322, 1.5285574341068802, 0.7146136105754759, 0.018111529132701965, 1.7420275858479186, 0.2618047536936419, -0.4407138755624145, 1.7961742550800377, 0.3040210985833087, 0.3441190535213373, 1.783096623837762, 0.3262178553440918]","[1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.91, 1.91, 1.91, 1.91, 1.91]","[-0.69, -0.61, -0.35, -0.16, -0.02, 0.13, 0.34, 0.56, 0.74, -0.85, -0.63, -0.41, -0.03, 0.2, 0.21, 0.55, 0.72, -0.73, -0.46, -0.41, -0.19, 0.08, 0.25, 0.58, 0.75, -0.7, -0.35, -0.16, 0.33, 0.73]","[0.10548523206751055, 0.024128686327077747, 0.09345794392523364, 0.09053497942386832, 0.12237330037082818, -0.0365296803652968, -0.033155080213903745, -0.1259259259259259, -0.014423076923076924, -0.3450087565674256, 0.08142493638676845, 0.25523012552301255, 0.20577617328519857, 0.10426540284360189, 0.1063257065948856, -0.08188585607940446, -0.16058394160583941, -0.09137055837563451, 0.23039215686274508, 0.3007284079084287, 0.3650057937427578, 0.21904761904761905, 0.09148936170212765, -0.12529550827423167, -0.19826652221018418, -0.05358948432760364, 0.408, 0.3862815884476534, 0.0, -0.17079889807162535]","[0.06459457678035502, 0.05176296269496301, 0.03929411449745428, 0.04517463638630892, 0.0348938842587137, 0.04774995714579849, 0.03268551725359061, 0.0603736102878076, 0.03466515608932406, 0.03927916516325913, 0.03555037961479803, 0.036108807809595085, 0.058798320370301325, 0.048413912598590264, 0.03647847950755588, 0.04964626000957494, 0.05962819097946009, 0.0354745104218895, 0.03406523898964648, 0.030764832969392367, 0.0316917871836665, 0.04258365750892324, 0.03247961220905137, 0.04823849917702434, 0.03226196916762495, 0.03175245772307259, 0.04082979304380565, 0.05542049740145895, 0.04385290096535146, 0.03656813212452164]","[-0.011909608281109778, 0.03571292053830906, 0.11196992017276897, 0.10916129795310182, 0.08593225178266173, 0.04914109312596568, -0.00853389435635299, -0.05559778113010409, -0.06706844334532042, -0.3223372348349503, 0.04523731980324705, 0.21818764859642298, 0.20059513042942156, 0.08379616977380941, 0.07803297970088988, -0.09942436112491955, -0.1404175881428577, -0.134790053719252, 0.26133859436659707, 0.29617208525018873, 0.338523130500547, 0.21496021274240387, 0.08732392712508658, -0.1432199573096595, -0.19611615890004924, -0.07024563052183892, 0.3227428009486816, 0.33200744300095386, 0.02792268759103915, -0.19570238403136628]"
"[0.49, 1.5119136700680007, 0.6630902713414277, -0.91, 1.6959379173011058, 0.6047853539577388, -0.93, 1.5309613588595445, 0.5331345630089255, 0.11, 1.7146805650561106, 0.5787271883561738]","[1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1.4, 1.4, 1.4, 1.4, 1.76, 1.76, 1.76, 1.76, 1.81, 1.81, 1.81, 1.81, 1.81, 1.81]","[-0.82, -0.58, -0.34, -0.17, -0.02, 0.22, 0.35, 0.51, 0.76, -0.85, -0.2, 0.28, 0.7, -0.64, -0.2, 0.38, 0.7, -0.65, -0.55, -0.04, 0.18, 0.55, 0.66]","[0.40236686390532544, 0.5465994962216625, 0.6465422612513722, 0.6326530612244898, 0.6032520325203252, 0.43945578231292515, 0.29411764705882354, 0.14566284779050737, -0.3196480938416422, 0.29457364341085274, 0.7142857142857143, 0.35251798561151076, -0.2579185520361991, 0.5932642487046632, 0.6763754045307443, 0.14741035856573706, -0.30174563591022446, 0.6472727272727272, 0.654275092936803, 0.6056338028169014, 0.4426229508196721, -0.03488372093023256, -0.3081232492997199]","[0.049795466477868255, 0.029718006964589438, 0.02527528142613058, 0.041815578169133304, 0.03216034485061885, 0.03313297503313848, 0.04232217259908832, 0.04002418120914473, 0.03628304128922503, 0.04206921135240458, 0.037040212774409394, 0.045826569890867856, 0.06499140286046856, 0.028972864095520964, 0.041901267528999676, 0.062429886926243815, 0.04760994812140136, 0.032502811529548016, 0.03260453884185788, 0.03855389791359948, 0.05740583606190164, 0.05388357189170293, 0.035603245989479254]","[0.3315387643110861, 0.5561800416073766, 0.6486305893876626, 0.6403582554891024, 0.5859559303945431, 0.4142593698681233, 0.2811898692485052, 0.08213819917839142, -0.2992003888306578, 0.3321048965591441, 0.7125603754958593, 0.37584979122794737, -0.2534169270471251, 0.6073379988959695, 0.6946370469337899, 0.1951656693346283, -0.30664113235344137, 0.5901849988372112, 0.6494695339434267, 0.5964969792297702, 0.41514518351785695, -0.06039420256875941, -0.23610668330009976]"
"[0.61, 1.4671258100550457, 0.6056306314011628, -0.71, 1.4460933393044157, 0.7223328397016238, -0.27, 1.5723315784530727, 0.4025282195648006, -0.61, 1.6861730234747747, 0.5542706182425446]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.74, 1.74, 1.74, 1.74, 1.74, 1.74, 1.74, 1.74, 1.74, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83]","[-0.63, -0.49, -0.14, -0.06, 0.34, 0.5, 0.78, -0.62, -0.47, -0.21, 0.08, 0.56, 0.6, -0.7, -0.64, -0.44, -0.28, -0.06, 0.28, 0.32, 0.53, 0.73, -0.81, -0.55, -0.33, -0.18, 0.01, 0.3, 0.49, 0.65]","[0.5609065155807366, 0.5283582089552239, 0.48917748917748916, 0.47123623011015914, 0.509641873278237, 0.3953488372093023, -0.04967602591792657, 0.5012165450121655, 0.5193798449612403, 0.4244604316546763, 0.5242718446601942, 0.3577749683944374, 0.325068870523416, 0.4208955223880597, 0.39404553415061294, 0.3640897755610973, 0.46733668341708545, 0.47043010752688175, 0.5267605633802817, 0.4847161572052402, 0.3696969696969697, 0.07903780068728522, 0.5663338088445078, 0.3744360902255639, 0.2916666666666667, 0.3681917211328976, 0.4525993883792049, 0.541838134430727, 0.35609756097560974, 0.07553956834532374]","[0.03115764268983392, 0.04638700290915993, 0.0331315403645726, 0.03085752023406605, 0.03193194297401366, 0.03616712492655595, 0.0464165637665962, 0.030181566839596424, 0.05320155388562545, 0.03839948436122262, 0.029665183265496307, 0.033202384268307114, 0.03509786062045805, 0.04956066565132108, 0.0384627578650422, 0.03288760113468072, 0.04431489717226861, 0.032351719510487806, 0.04511404356058906, 0.03337079947440092, 0.029530401225897743, 0.05843764927209608, 0.031128696480787157, 0.03595731835611908, 0.038291446364330045, 0.030686318946193794, 0.034868775268774445, 0.031128994773455206, 0.06526473395248683, 0.04228827442663484]","[0.5004865878405585, 0.4559077089085804, 0.48269973577937964, 0.49864553875374473, 0.48766279254822775, 0.3885694946485154, -0.00956450572900613, 0.49121440753756496, 0.4504504657960639, 0.47784566126242434, 0.5431970458635198, 0.350399085357775, 0.3005069953784784, 0.4739413107354204, 0.43286897334803737, 0.3779423680785907, 0.39838194079567935, 0.4669562522492242, 0.5153406701125234, 0.5064717684536165, 0.3757771574345355, 0.0795863567190488, 0.5542571299202957, 0.35948971190604767, 0.34955506480973353, 0.3870672069294624, 0.44773617353968365, 0.47560808346926675, 0.38661149224282043, 0.2077702746855391]"
"[0.3709576290203595, 1.4757537714443283, 0.3440517603643987, 0.3709576290203595, 1.5122622992373396, 0.6721137570219278, -0.08921765761249152, 1.5506645465020081, 0.3813934258866807, -0.34278363187957267, 1.4631388057727193, 0.41778991215974465]","[1.27, 1.27, 1.27, 1.27, 1.27, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.82, 1.82, 1.82, 1.82, 1.82]","[-0.54, -0.27, 0.04, 0.29, 0.62, -0.66, -0.54, -0.06, 0.24, 0.29, 0.79, -0.79, -0.59, -0.24, 0.02, 0.2, 0.43, 0.65, -0.73, -0.42, 0.09, 0.42, 0.58]","[0.12396694214876033, 0.2175824175824176, 0.4228187919463087, 0.5688487584650113, 0.6058158319870759, 0.20114122681883023, 0.20704845814977973, 0.518348623853211, 0.5845942228335625, 0.6746031746031746, 0.5398692810457516, 0.26218097447795824, 0.1683991683991684, 0.2876712328767123, 0.46060606060606063, 0.5934426229508196, 0.6227180527383367, 0.5749318801089919, 0.09247311827956989, 0.11982570806100218, 0.3303964757709251, 0.46206896551724136, 0.40711462450592883]","[0.052081526397419316, 0.0323554756403144, 0.03711998207285443, 0.027630484399725035, 0.03197806138396932, 0.03699755566729975, 0.03748971343943069, 0.040955186522529025, 0.03009040926756298, 0.04650100514425325, 0.030433494606516898, 0.046483316285071324, 0.03178085238077016, 0.03963111717129852, 0.04886102917995219, 0.03258848869642171, 0.03523960945629792, 0.04270975911661515, 0.032650787050989886, 0.04633969955999767, 0.06264500953288395, 0.03682419255162306, 0.057423524758631155]","[0.13027584580062643, 0.22714957174996694, 0.42098513053313974, 0.5561779738896037, 0.5804827356184221, 0.16659914557854483, 0.1673201932630911, 0.41556040832421864, 0.6043399453234687, 0.6268884137763059, 0.5283443400168071, 0.1922687510336752, 0.14676554552292112, 0.27638911064462585, 0.4480195925253176, 0.5571880574709961, 0.6374504742499003, 0.6049156114052112, 0.06640332859816168, 0.09350520374621518, 0.3443380288999175, 0.46222687325475087, 0.46227841222083366]"
"[0.09, 1.4106385727209168, 0.4333540158961688, -0.99, 1.7907775607526477, 0.7484056500261315, -0.55, 1.6949389762591767, 0.33728266622905184, 0.81, 1.6039708634858136, 0.6584124872398089]","[1.24, 1.24, 1.24, 1.24, 1.24, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.61, 1.61, 1.61, 1.61, 1.86, 1.86, 1.86, 1.86]","[-0.84, -0.4, -0.11, 0.19, 0.76, -0.8, -0.6, -0.39, -0.1, 0.15, 0.33, 0.54, 0.72, -0.65, -0.05, 0.22, 0.44, -0.81, -0.21, 0.12, 0.8]","[0.18654434250764526, 0.47733333333333333, 0.2857142857142857, -0.002188183807439825, -0.3507246376811594, 0.24028268551236748, 0.444253859348199, 0.5847107438016529, 0.4164588528678304, 0.1412639405204461, -0.11232876712328767, -0.3417190775681342, -0.41379310344827586, 0.5431472081218274, 0.5, 0.125, -0.2816593886462882, 0.1984924623115578, 0.5933412604042806, 0.18164435946462715, -0.6620689655172414]","[0.031367104064754917, 0.04537702469720079, 0.03226813938947326, 0.046777914982297816, 0.035651132236495464, 0.04080168860920009, 0.037104426103318947, 0.026074300741852467, 0.03210336376336141, 0.042680722233671246, 0.03677741728320095, 0.03042721789986342, 0.048801005369879906, 0.04230032551714595, 0.04934637712198267, 0.049607837082461075, 0.03170324995372186, 0.03473880902201757, 0.027756931812016897, 0.04299951813227015, 0.031118923306515212]","[0.17511404773116995, 0.4911413773534721, 0.3152740473887241, 0.004147016378803478, -0.3431571932188754, 0.2096153925575112, 0.5097661531045947, 0.5873608849590282, 0.41314091891473836, 0.119392889059421, -0.1092390702928372, -0.3328057771923118, -0.4406349837911191, 0.46495478144068203, 0.4495733421178447, 0.08224746046432363, -0.23828493791213864, 0.1429189411770772, 0.541940269977955, 0.18149539793417274, -0.6010557302353793]"
"[0.4628137475061048, 1.414107705570248, 0.6766984394568532, 0.006170849966748064, 1.4123905571211592, 0.5572730747662712, 0.19129634896918998, 1.433825813909448, 0.5490532078419484, -0.30237164837065517, 1.5210979099785984, 0.5125736595985206]","[1.38, 1.38, 1.38, 1.38, 1.59, 1.59, 1.59, 1.59, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.92, 1.92, 1.92, 1.92]","[-0.56, -0.43, 0.39, 0.81, -0.76, -0.08, 0.13, 0.74, -0.82, -0.43, -0.25, 0.03, 0.28, 0.57, 0.67, -0.51, -0.19, 0.35, 0.68]","[0.27350427350427353, 0.16967509025270758, 0.3341902313624679, 0.32338308457711445, 0.29591836734693877, 0.2226233453670277, 0.2220795892169448, 0.33640552995391704, 0.35903614457831323, 0.1895910780669145, 0.15055467511885895, 0.21776814734561215, 0.224283305227656, 0.3100338218714769, 0.2731707317073171, 0.1566265060240964, 0.1288888888888889, 0.2644526445264453, 0.31889290012033694]","[0.06287946046691782, 0.05921295971632626, 0.03379046444610021, 0.038535017363427425, 0.03411475830962137, 0.03381906350973965, 0.03493402283287522, 0.06392793031068976, 0.04581505636892274, 0.04233112574144426, 0.03935561164141823, 0.03212544874716251, 0.040018903606445624, 0.03192223903983763, 0.03359329476029131, 0.03428210635883411, 0.04674725551827704, 0.03382293811068277, 0.032878497068722645]","[0.17508416706107888, 0.13869465267751035, 0.3355692482040152, 0.31730523651768655, 0.2995769996267368, 0.17029975932083818, 0.24516959842418196, 0.33240301208895706, 0.31867859539337945, 0.11573953940907974, 0.11831399444375232, 0.18700135434439866, 0.2666368900789067, 0.31481337157313166, 0.307620851364453, 0.11918133820390608, 0.11733489702735382, 0.2502863550929688, 0.26716255687672374]"
"[-0.26510464892401236, 1.706628942331587, 0.4009227228825168, -0.23067547373907568, 1.6776457490496788, 0.25173615244756814, -0.3339629992938857, 1.512880250252142, 0.7221428870575954, 0.07918710292535433, 1.7383202189535052, 0.5834305749941252]","[1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.65, 1.65, 1.65, 1.65, 1.65, 1.92, 1.92, 1.92, 1.92, 1.92, 1.92]","[-0.85, -0.5, -0.29, -0.06, 0.17, 0.37, 0.68, -0.73, -0.37, -0.24, 0.06, 0.35, 0.39, 0.69, -0.76, -0.5, 0.05, 0.18, 0.68, -0.58, -0.45, -0.27, 0.15, 0.42, 0.68]","[-0.19373776908023482, -0.05485232067510549, -0.05289672544080604, -0.010526315789473684, 0.022304832713754646, -0.15841584158415842, -0.23232323232323232, -0.07971014492753623, -0.019332161687170474, -0.046228710462287104, -0.1896551724137931, -0.236, -0.34579439252336447, -0.4795417348608838, 0.022222222222222223, 0.010582010582010581, -0.23050259965337955, -0.20962199312714777, -0.5160875160875161, -0.13993174061433447, -0.020937188434695914, -0.050387596899224806, -0.19101123595505617, -0.30596026490066225, -0.4241379310344828]","[0.04339924509952942, 0.06485918609375976, 0.03543898748983008, 0.03877618827265312, 0.043102335527798845, 0.034735642755569576, 0.039907846618875586, 0.060001397713056674, 0.04191434624274777, 0.04927362664792307, 0.04076913376852248, 0.04345811776872072, 0.04535494074260209, 0.03550062179964455, 0.03252196934038982, 0.05143157011894137, 0.0405095053045898, 0.0573186253410498, 0.030728052735063217, 0.04090318019564173, 0.031568527339508476, 0.04396662516113259, 0.05202405201472372, 0.03464843901574361, 0.03760289367666079]","[-0.1754536306207018, -0.05406380554216212, -0.02880005941967062, -0.034772922176977236, -0.06945085367293567, -0.11776048931541352, -0.21534272132978494, -0.06640553569955898, -0.049547337995670515, -0.0718607352373338, -0.16800620785086937, -0.30462404672887133, -0.3257878913305152, -0.4943334957939593, -0.04913001379876626, -0.03342324930618035, -0.1934231118966962, -0.25846242280515264, -0.5558691302447557, -0.07657670362123929, -0.07151247983760334, -0.08702860749271536, -0.20124916404082047, -0.3114508275090239, -0.4278892935548507]"
"[-0.75, 1.5652725700838013, 0.7216435505956744, 0.41, 1.5135439380577262, 0.29826709969138254, 0.97, 1.5922771975877201, 0.650223463005517, -0.07, 1.7579678126378122, 0.39130465776763984]","[1.29, 1.29, 1.29, 1.29, 1.29, 1.46, 1.46, 1.46, 1.46, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.95, 1.95, 1.95, 1.95]","[-0.54, -0.44, 0.16, 0.26, 0.7, -0.78, -0.42, 0.28, 0.63, -0.82, -0.5, -0.22, 0.28, 0.28, 0.71, -0.74, -0.12, 0.27, 0.68]","[-0.6526946107784432, -0.680365296803653, -0.5501730103806228, -0.5375, 0.05956112852664577, -0.61, -0.775811209439528, -0.4496124031007752, 0.031192660550458717, -0.48423423423423423, -0.7757009345794392, -0.8018200202224469, -0.49176470588235294, -0.486284289276808, 0.02330293819655522, -0.33084112149532713, -0.6941896024464832, -0.4594594594594595, -0.15283842794759825]","[0.041455182677689995, 0.049522978519006305, 0.04912062895664028, 0.029813875754420124, 0.039520092742279314, 0.028015620642777128, 0.03426932059790243, 0.05560968235147858, 0.04281444962994619, 0.029361010304843973, 0.0352246046517785, 0.019001480841937732, 0.029865728421966185, 0.043635522546848604, 0.03182170716159371, 0.04079912387568837, 0.039804599024895373, 0.055189984441713066, 0.06530547684096483]","[-0.6571168617399069, -0.6953026533113027, -0.5578260915206369, -0.47870190440760074, 0.03660383617463157, -0.589735742060121, -0.7978522376833401, -0.4625570350141381, 0.002400344740080114, -0.44298985782874745, -0.7185567234800427, -0.7669871866368203, -0.4824979111855965, -0.4824979111855965, 0.056440710496088356, -0.3405173975599016, -0.6380943264191008, -0.4862654687125271, -0.11802510909464042]"
"[-0.41, 1.7953854397527367, 0.559437402301953, 0.17, 1.791104505346842, 0.6446077696473949, -0.69, 1.645907309933738, 0.7269603221361343, 0.15, 1.4742178016437288, 0.5373809602564554]","[1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.28, 1.5, 1.5, 1.5, 1.5, 1.5, 1.68, 1.68, 1.68, 1.68, 1.68, 1.93, 1.93, 1.93, 1.93]","[-0.71, -0.46, -0.36, -0.08, 0.19, 0.39, 0.46, 0.73, -0.82, -0.49, -0.08, 0.4, 0.78, -0.71, -0.32, -0.14, 0.24, 0.53, -0.7, -0.02, 0.17, 0.73]","[-0.23275862068965517, -0.2073732718894009, -0.0738255033557047, -0.07046070460704607, -0.1903114186851211, -0.18818040435458788, -0.09572301425661914, -0.2104499274310595, -0.562753036437247, -0.17964071856287425, -0.016091954022988506, -0.19263456090651557, -0.3191489361702128, -0.47058823529411764, -0.14285714285714285, -0.11296076099881094, -0.16312056737588654, -0.19940029985007496, -0.40529531568228105, -0.13383458646616542, -0.09304812834224599, -0.3864447086801427]","[0.06385002040391519, 0.06640874429215099, 0.03653718883354451, 0.036719018227643334, 0.05774845715873913, 0.038731602975834514, 0.04492213459148908, 0.037243770542013555, 0.03719162055674585, 0.05382743585756841, 0.04794012187191032, 0.03693060497054694, 0.030910714876770506, 0.04368297983720622, 0.0606850564632676, 0.03426204999018315, 0.05875154081271983, 0.03794258110486292, 0.02917284167738215, 0.03842947457992848, 0.03256161655271753, 0.03180388191767533]","[-0.31351743780890967, -0.11910230940455536, -0.07281602400643794, -0.021431473072409585, -0.055874803267118765, -0.11616962064744182, -0.14160440806814772, -0.2478212192349122, -0.5374980726374111, -0.19995169747531694, -0.0667380923101471, -0.16878181203804546, -0.3315220307021592, -0.4390935773751417, -0.1471759682209386, -0.10171267046456824, -0.1385816159637957, -0.24528866915094033, -0.42347415427497637, -0.10855951500970525, -0.12521859477801017, -0.32352662058693193]"
