coefficients,x_known,y_known,z_known,e_known,z_func_known
"[-0.19120196421181443, 1.7990208120867108, 0.3349115360921397, 0.14413686532890627, 1.7357643868204784, 0.5250192304831038, -0.2676827498965402, 1.5914290491208454, 0.3878560942653944, 0.09118862908563458, 1.5822126061913009, 0.7090986068137612]","[1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.71, 1.71, 1.71, 1.71, 1.94, 1.94, 1.94, 1.94, 1.94]","[-0.71, -0.39, -0.3, -0.08, 0.18, 0.53, 0.66, -0.79, -0.64, -0.38, -0.17, 0.0, 0.16, 0.38, 0.63, 0.82, -0.82, -0.19, 0.34, 0.68, -0.75, -0.47, 0.0, 0.3, 0.74]","[-0.1386861313868613, 0.03374777975133215, 0.008771929824561403, 0.0990990990990991, -0.020594965675057208, 0.009554140127388535, -0.09, -0.3818589025755879, -0.2288329519450801, -0.11218335343787696, -0.0967032967032967, -0.04451038575667656, -0.048859934853420196, -0.1263902932254803, -0.17107093184979139, -0.25118483412322273, -0.4222222222222222, -0.11788079470198676, -0.1100811123986095, -0.26741573033707866, -0.384, -0.18339100346020762, -0.07777777777777778, -0.12442396313364056, -0.21375186846038863]","[0.03197962980691012, 0.0421209686363755, 0.03823448455047965, 0.03339261679599173, 0.04782634126200685, 0.03990252291575158, 0.04979708826829135, 0.030927864244088173, 0.032927968680144436, 0.034512194226321784, 0.03299431306986756, 0.031419103501635445, 0.032911764820345114, 0.0315431476805974, 0.03674394988235404, 0.06663567846922885, 0.047776342212139555, 0.03613998021381406, 0.03383351901464508, 0.04567813203761279, 0.029198356118110485, 0.05782588529249769, 0.04290278885185175, 0.0673569033611706, 0.03776867159637729]","[-0.1314814423272642, -0.008706066216521462, 0.010654900970246612, 0.03474617462680364, 0.028648253105161517, -0.018896757865074044, -0.04289297103752515, -0.38918505711796825, -0.26684271733316944, -0.12353618543181101, -0.06359830752071133, -0.04630243231626751, -0.051888668110335955, -0.08829159148020269, -0.16053293263219712, -0.23032642329442812, -0.4506872663862404, -0.10996293794772997, -0.11762325685868538, -0.20814385722093628, -0.3446277544947196, -0.20504375516479997, -0.11651960010169485, -0.12815498732996725, -0.1967745337763494]"
"[-0.2160265221380216, 1.6573964860154233, 0.4892178620612667, -0.20870358918419032, 1.4803007424720849, 0.5269027773619243, -0.2746099857686715, 1.433279627329717, 0.564776289532624, -0.1794118573688654, 1.6613991773701404, 0.5112826158083272]","[1.24, 1.24, 1.24, 1.24, 1.24, 1.24, 1.24, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.68, 1.68, 1.68, 1.68, 1.68, 1.93, 1.93, 1.93, 1.93, 1.93, 1.93, 1.93]","[-0.79, -0.42, -0.3, 0.05, 0.34, 0.56, 0.84, -0.81, -0.66, -0.47, -0.26, 0.01, 0.15, 0.42, 0.47, 0.66, -0.75, -0.31, -0.06, 0.19, 0.72, -0.79, -0.57, -0.29, 0.0, 0.2, 0.57, 0.66]","[-0.07308970099667775, -0.02356902356902357, -0.06493506493506493, -0.088, 0.018633540372670808, -0.18831168831168832, -0.3805309734513274, -0.09135802469135802, -0.15953307392996108, -0.13016845329249618, -0.11578947368421053, -0.08249496981891348, -0.07936507936507936, -0.14960629921259844, -0.11885245901639344, -0.23873873873873874, -0.11366245694603903, -0.07761529808773904, -0.10551558752997602, -0.0273109243697479, -0.3404255319148936, -0.19008264462809918, -0.14555765595463138, -0.18584070796460178, -0.11272727272727273, -0.08536585365853659, -0.152317880794702, -0.2004381161007667]","[0.04064794755636759, 0.0410190992126289, 0.046426020780397516, 0.05143944012136991, 0.04549367555920824, 0.05596087188353073, 0.05022651282630332, 0.04948259979308584, 0.04354319824574002, 0.03880007605191863, 0.03396924645926737, 0.04470323742782309, 0.04440303293340746, 0.05065497400744869, 0.04494701099185529, 0.046085599327475434, 0.03366412143802387, 0.033437749450352626, 0.03443386704954667, 0.032398096761230795, 0.030668274154184744, 0.06311044327573254, 0.043015207421933606, 0.034936518758128456, 0.034593615840927384, 0.031762467480924365, 0.05687209022293098, 0.032423548323495734]","[-0.08495992688223038, -0.06387424449717809, -0.051046219943567034, -0.03130810954143869, -0.07004777670347567, -0.15678715163893328, -0.3663036873310064, -0.11657975903132904, -0.1273768638709859, -0.11829101385720889, -0.09393634391786906, -0.06926992896155221, -0.07119822582202255, -0.12820774788681505, -0.14890250896943516, -0.2641286596311926, -0.13612223819258729, -0.12227282099783773, -0.09245666390767711, -0.08783191801664761, -0.31026304759748474, -0.11576533068232396, -0.13439340326736524, -0.1153472030924923, -0.08495136059520259, -0.08066845445414152, -0.16393543928382595, -0.21042055582900557]"
"[0.43, 1.5648056355463367, 0.38584419471261117, 0.51, 1.7836902686017773, 0.5878856704664338, -0.25, 1.608547208277497, 0.38769384477155266, -0.77, 1.7408294720903714, 0.6076822596303657]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95]","[-0.78, -0.27, 0.04, 0.26, 0.7, -0.69, -0.56, -0.29, -0.05, 0.23, 0.56, 0.82, -0.69, -0.59, -0.34, -0.28, 0.02, 0.12, 0.46, 0.61, 0.7, -0.79, -0.51, -0.44, -0.1, -0.01, 0.09, 0.4, 0.53, 0.83]","[0.030303030303030304, 0.2678132678132678, 0.4939434724091521, 0.736986301369863, 0.5619425173439049, 0.08075772681954138, 0.033921302578018994, 0.2676056338028169, 0.5473251028806584, 0.7145993413830956, 0.8393351800554016, 0.5544554455445545, -0.04878048780487805, 0.09868421052631579, 0.12014787430683918, 0.21532364597093792, 0.5416058394160584, 0.6477272727272727, 0.8402555910543131, 0.8181818181818182, 0.735191637630662, -0.034722222222222224, -0.06753812636165578, -0.017543859649122806, 0.28732394366197184, 0.3752577319587629, 0.48873873873873874, 0.645193260654113, 0.6244897959183674, 0.3425414364640884]","[0.06576495357268602, 0.03376963535804329, 0.03189864175763102, 0.03537862490622352, 0.026040690260779847, 0.03147231592289149, 0.036814274877797516, 0.06601988691555513, 0.02684422430152323, 0.023176594549265395, 0.02861127644737969, 0.0585543311596538, 0.03899696016939697, 0.05707397746141215, 0.04268191442997452, 0.035493049675654025, 0.032118919424207366, 0.04060792928633664, 0.03064641918124338, 0.02849968801918531, 0.04001277043348631, 0.058890033091463935, 0.03292955777171798, 0.054065484795436096, 0.035946849484833246, 0.029761623989284454, 0.02927684040837352, 0.02405242161481217, 0.03528347288409873, 0.049379166774461754]","[0.09688607475718111, 0.24379727209738694, 0.518402722061796, 0.6736664688875181, 0.5960482261824717, 0.07296185978916099, 0.08580528112260133, 0.26672062420998655, 0.510819279348334, 0.7602881235218008, 0.8055787995935448, 0.49580074182631895, -0.001755580934298978, -0.0007634248943468314, 0.14924410101179286, 0.20696963288726142, 0.5384880948104372, 0.6416292143324186, 0.8248765516198956, 0.768663025339571, 0.6788260885611521, -0.046023709978855736, -0.08676187322877649, -0.0525859697059278, 0.25124910750907425, 0.3468951918981213, 0.44864650183305493, 0.6581326227044831, 0.6615134494897594, 0.36511958287450397]"
"[-0.61, 1.7496066922739988, 0.6280336008902964, -0.55, 1.5744167513779352, 0.4156932044002255, 0.47, 1.737123657795448, 0.3722271491410024, 0.17, 1.649633767672957, 0.7286268290069253]","[1.34, 1.34, 1.34, 1.34, 1.5, 1.5, 1.5, 1.5, 1.5, 1.77, 1.77, 1.77, 1.77, 1.88, 1.88, 1.88, 1.88, 1.88]","[-0.43, -0.34, 0.17, 0.81, -0.6, -0.32, -0.01, 0.22, 0.69, -0.83, -0.09, 0.21, 0.42, -0.72, -0.22, 0.11, 0.43, 0.77]","[-0.1639871382636656, -0.23218997361477572, -0.5214723926380368, -0.5415282392026578, 0.03255813953488372, -0.24833702882483372, -0.5767918088737202, -0.6787878787878788, -0.6373626373626373, 0.22404371584699453, -0.6180021953896817, -0.6962025316455697, -0.75, 0.06338028169014084, -0.418013856812933, -0.6116910229645094, -0.6803953871499177, -0.603112840466926]","[0.03955354176774996, 0.035328981879240544, 0.04725815227222872, 0.048456137172923304, 0.06816327755624305, 0.032253305922349734, 0.04772329262991914, 0.028583927874653827, 0.040388527519627286, 0.05094206538465331, 0.0260471852191637, 0.040381959365346456, 0.03608439182435161, 0.0592197786446505, 0.030870069951920463, 0.03614613382435366, 0.029745269919961896, 0.049756406687725976]","[-0.1451778696274062, -0.21827164105058833, -0.5406327602434441, -0.5302408716118787, 0.0028656263070354453, -0.29800534617792224, -0.5570489507915296, -0.6757445856051078, -0.6478937792814012, 0.25560020857553734, -0.5773159825015508, -0.731004511917312, -0.7447013970033614, 0.053744562744256215, -0.463738782605402, -0.663339370196849, -0.6961553204901952, -0.5084375457863973]"
"[0.382212987710676, 1.4030806562433022, 0.3229441076332639, -0.33926770819262253, 1.5916601884676085, 0.4590087187244554, -0.33067865228901183, 1.5230590946633504, 0.6473475993733007, -0.038650751566248136, 1.7593538155900046, 0.7102911137858396]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.41, 1.41, 1.41, 1.41, 1.41, 1.6, 1.6, 1.6, 1.6, 1.95, 1.95, 1.95, 1.95, 1.95]","[-0.71, -0.49, -0.16, 0.03, 0.47, 0.8, -0.59, -0.42, 0.05, 0.42, 0.6, -0.79, -0.08, 0.4, 0.45, -0.83, -0.21, -0.14, 0.35, 0.55]","[0.5564625850340136, 0.6489028213166145, 0.5451713395638629, 0.5835616438356165, 0.36507936507936506, 0.13705583756345177, 0.6160990712074303, 0.6370510396975425, 0.5362997658079626, 0.4262295081967213, 0.3258426966292135, 0.5367847411444142, 0.5234042553191489, 0.38372093023255816, 0.3615023474178404, 0.1506524317912218, 0.2349869451697128, 0.2261768082663605, 0.0927536231884058, 0.0640279394644936]","[0.030647200079794733, 0.030123183057300974, 0.033086034609262745, 0.030056016374996747, 0.05864600072946583, 0.03528735730428146, 0.030990409343798517, 0.033513983561764535, 0.04084535756542143, 0.036626793165802286, 0.05010737170904306, 0.03114224510330435, 0.03209135862815946, 0.031489353086279745, 0.03194251094775069, 0.03404873774266517, 0.0351197343153525, 0.033005653960250375, 0.03790523586993868, 0.03404954998887097]","[0.5945898250369162, 0.6110044722882646, 0.5934392593472851, 0.5570004995582133, 0.38652310055275374, 0.16853351056456572, 0.6213267006766381, 0.6252573385218816, 0.5594533491631029, 0.4133348998097852, 0.30735175330833886, 0.5377185744436289, 0.512364932686477, 0.3360556444771029, 0.30856664697907554, 0.2094071453395302, 0.22321368945744083, 0.21587763296146573, 0.09704116789859289, 0.009107095925896262]"
"[0.65, 1.5928475171486034, 0.7081713402109083, -0.73, 1.5654577925215, 0.6338578799360839, -0.79, 1.52204846999524, 0.6759835911764185, 0.33, 1.4265460238158407, 0.30702017907795215]","[1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.41, 1.41, 1.41, 1.41, 1.41, 1.41, 1.41, 1.41, 1.75, 1.75, 1.75, 1.75, 1.75, 1.92, 1.92, 1.92, 1.92, 1.92, 1.92, 1.92, 1.92, 1.92]","[-0.84, -0.55, -0.35, -0.13, 0.1, 0.22, 0.59, 0.81, -0.73, -0.49, -0.26, -0.12, 0.15, 0.38, 0.56, 0.71, -0.75, -0.19, -0.01, 0.25, 0.75, -0.76, -0.61, -0.34, -0.1, -0.09, 0.15, 0.4, 0.64, 0.82]","[0.319047619047619, 0.7644230769230769, 0.8230563002680965, 0.7239583333333334, 0.43919885550786836, 0.30859375, -0.09905660377358491, -0.18299445471349354, 0.5930232558139535, 0.8355359765051396, 0.7507246376811594, 0.7112068965517241, 0.38181818181818183, 0.09004739336492891, -0.12457912457912458, -0.12876052948255115, 0.52, 0.6724565756823822, 0.5081967213114754, 0.3116883116883117, -0.1813285457809695, 0.5088757396449705, 0.6138996138996139, 0.6423841059602649, 0.5849624060150376, 0.6441717791411042, 0.4062863795110594, 0.2188365650969529, -0.04878048780487805, -0.13034188034188035]","[0.04624491263603375, 0.031609750787908654, 0.029407843356982648, 0.03520343894471722, 0.03398022578468998, 0.04203722999887592, 0.048325444225057655, 0.042267369845851215, 0.04341268361922271, 0.021054423289123738, 0.03556632988357012, 0.03263515498902831, 0.041541384404574215, 0.048481478042107486, 0.04071085613946126, 0.034400849450223744, 0.035621195449021516, 0.036868829048240716, 0.04931451728025411, 0.054141781054045386, 0.041668951765860815, 0.04682352243538239, 0.04904994161473487, 0.027891527361473108, 0.031451573553976604, 0.042362832381185204, 0.03117660419910132, 0.03631408382296134, 0.049327686383264055, 0.03240718162976793]","[0.3730452434256023, 0.7899794331568392, 0.828771616249198, 0.7067399646496236, 0.46628266252756945, 0.32050344691077975, -0.07776363468869596, -0.1798049975755526, 0.5944029686918193, 0.8257171488555278, 0.8015661896816069, 0.7028928221489825, 0.40897808097515015, 0.12975045079897649, -0.05357395898719136, -0.1530606209390157, 0.55345676498739, 0.7032576638509269, 0.5855266672843285, 0.3434077949281761, -0.1417425454339979, 0.489097739918993, 0.5869521178181906, 0.6392710669923218, 0.5759314562977006, 0.5714317371344854, 0.42744662140646816, 0.2220241565170024, -0.0031094235805985623, -0.17499029916403408]"
"[-0.41, 1.4629191065402296, 0.6934233110111977, 0.83, 1.49502380199785, 0.381417979716976, 0.87, 1.7354795624385202, 0.7249855112909693, 0.39, 1.7093752942785114, 0.6020014652486179]","[1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.56, 1.56, 1.56, 1.56, 1.56, 1.56, 1.56, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 1.65, 1.8, 1.8, 1.8, 1.8, 1.8]","[-0.71, -0.39, -0.19, -0.08, 0.22, 0.55, 0.67, -0.72, -0.59, -0.24, 0.0, 0.19, 0.53, 0.64, -0.79, -0.41, -0.14, -0.11, 0.32, 0.47, 0.76, -0.67, -0.21, -0.13, 0.23, 0.56]","[-0.6577946768060836, -0.6145833333333334, -0.5088607594936709, -0.4567307692307692, -0.31008717310087175, 0.20701754385964913, 0.292817679558011, -0.7290836653386454, -0.6029684601113172, -0.5547169811320755, -0.4977168949771689, -0.3559693318729463, 0.04415584415584416, 0.2784090909090909, -0.6383647798742138, -0.5682819383259912, -0.45132743362831856, -0.5247776365946633, -0.25366876310272535, 0.011023622047244094, 0.5119617224880383, -0.49575070821529743, -0.479108635097493, -0.3872832369942196, -0.3150684931506849, 0.0343878954607978]","[0.046444134770947956, 0.05693048238810321, 0.043314005904119365, 0.04361647217833351, 0.033549761281419524, 0.05795169605420545, 0.0502550898040255, 0.04320049657271255, 0.034362172219058275, 0.036141469173855516, 0.04144308669521536, 0.03092735782371507, 0.050915010963060114, 0.036198795695436645, 0.030521937873189207, 0.0273067022838211, 0.03427081861204857, 0.03034340582674606, 0.03131720712119852, 0.03968137824149784, 0.059418843961635846, 0.04622372112486167, 0.032757548530973395, 0.04956491902065339, 0.06413213544993455, 0.03706601183497424]","[-0.6575940750296576, -0.5625899614300568, -0.510664221701482, -0.4730493886691293, -0.29763866106669196, 0.10075264536526322, 0.320661201837581, -0.6837623223468327, -0.6349880508451161, -0.5496634343272095, -0.4660419141908481, -0.3454250124944622, 0.07737320002581977, 0.2908597179948154, -0.6638249839481986, -0.5591596447076154, -0.5108488913913461, -0.5028821684975778, -0.23873126139113954, -0.04650340158553534, 0.5433040407791377, -0.48476414481575514, -0.4743250741831362, -0.4694839470071687, -0.345530995561969, 0.02696709054805134]"
"[-0.69, 1.404716066005772, 0.7340694652334611, 0.33, 1.5017271140191366, 0.5434288734292041, 0.59, 1.715371331505638, 0.4071306577859953, -0.29, 1.5520753158070564, 0.4719139853757904]","[1.27, 1.27, 1.27, 1.27, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.86, 1.86, 1.86, 1.86, 1.86, 1.86, 1.86, 1.86, 1.86]","[-0.46, -0.16, 0.27, 0.53, -0.74, -0.51, -0.16, 0.06, 0.2, 0.6, 0.74, -0.72, -0.49, -0.44, -0.1, -0.09, 0.2, 0.46, 0.47, 0.82, -0.83, -0.55, -0.46, -0.22, 0.01, 0.19, 0.36, 0.56, 0.69]","[-0.6089828269484808, -0.6284584980237155, -0.3163265306122449, -0.20512820512820512, -0.4118895966029724, -0.6607929515418502, -0.696969696969697, -0.5739910313901345, -0.465, -0.13350785340314136, 0.01940755873340143, -0.3240223463687151, -0.5927272727272728, -0.6416666666666667, -0.6666666666666666, -0.6680497925311203, -0.46357615894039733, -0.21311475409836064, -0.18867924528301888, 0.058419243986254296, -0.13172043010752688, -0.5645933014354066, -0.6390773405698779, -0.6659142212189616, -0.5789473684210527, -0.49466192170818507, -0.32261521972132906, -0.11691022964509394, 0.03323262839879154]","[0.02882874126564452, 0.04890257784219316, 0.04791407929801618, 0.04524204655655858, 0.029689600147376243, 0.03522591266854189, 0.027240398483363314, 0.03877421985417311, 0.04426553399655312, 0.03585484941460626, 0.03195411909174668, 0.050000265894648094, 0.0485676428074678, 0.04950858043851628, 0.034020690871988585, 0.03389358115888792, 0.05098685536560449, 0.036111963520001775, 0.04769201859572003, 0.0413805404390887, 0.03634234119912641, 0.040370129773495536, 0.02833172734675128, 0.03544487501369793, 0.039880801601267495, 0.02993289416806121, 0.03098800756874433, 0.032086977278336315, 0.05493461074251042]","[-0.6201062334054672, -0.5979387951879094, -0.360202646658028, -0.18978950006453482, -0.41584434214143745, -0.6558092046819557, -0.6960214503729197, -0.5815198932102736, -0.47421948927396174, -0.11981097456253362, -0.01026165551582461, -0.3521687755926554, -0.6045569682139602, -0.6350172966479035, -0.6553550754551594, -0.6517784702166475, -0.47433697740103153, -0.2373024829570255, -0.22753010251121739, 0.1029361683019757, -0.14513357892647702, -0.5227549033513195, -0.5866686881045582, -0.6443656217354597, -0.5757679844013265, -0.46126573797696707, -0.321187285602329, -0.13683029990881668, -0.016285203461021608]"
"[-0.27, 1.430726773591997, 0.25441565575376385, -0.13, 1.5851508085289838, 0.5817537714657588, 0.43, 1.7764791675026905, 0.25346990645302775, 0.63, 1.7106440033068746, 0.5358465051621736]","[1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.29, 1.59, 1.59, 1.59, 1.59, 1.59, 1.59, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85]","[-0.69, -0.38, -0.25, 0.07, 0.31, 0.56, 0.6, -0.7, -0.39, -0.19, 0.04, 0.4, 0.82, -0.75, -0.64, -0.43, -0.11, 0.07, 0.12, 0.34, 0.53, 0.76, -0.72, -0.64, -0.37, -0.26, -0.01, 0.25, 0.44, 0.61, 0.81]","[-0.14029850746268657, -0.23492063492063492, -0.2799188640973631, -0.45609065155807366, -0.5722041259500543, -0.5345377258235919, -0.5511669658886894, -0.07537688442211055, -0.22897800776196636, -0.4802784222737819, -0.6497890295358649, -0.648, -0.07168037602820211, 0.009966777408637873, -0.02528735632183908, -0.22857142857142856, -0.5932203389830508, -0.5922330097087378, -0.6646341463414634, -0.7242798353909465, -0.534838076545633, -0.16981132075471697, 0.17114568599717114, 0.13309352517985612, -0.1300893743793446, -0.2631578947368421, -0.4553191489361702, -0.5656565656565656, -0.46790890269151136, -0.2826747720364742, 0.20168067226890757]","[0.054095447122786196, 0.038725986830724785, 0.030573381771463442, 0.033493082401949155, 0.027023583986437186, 0.02755092704333611, 0.03535444978743261, 0.040810842100961864, 0.035011900988332054, 0.029874692614563, 0.02468737478406185, 0.03933093778015809, 0.03419137960249, 0.04075493291684606, 0.04793099804736672, 0.0439794734597583, 0.03705497603243699, 0.056140429948587686, 0.029172046726948377, 0.022115919820627196, 0.026469532393295005, 0.039076688738190354, 0.03705397939763316, 0.04203215011256134, 0.03124488843475821, 0.04426589330845026, 0.029039307048250956, 0.02930233920682688, 0.028435049282965284, 0.037394125582045454, 0.044893078073275354]","[-0.21259722852120067, -0.21476515274870728, -0.271527486051524, -0.45755957471013153, -0.5603988907594304, -0.5485883690475423, -0.5301388032233076, -0.07626966178639046, -0.2539270455650119, -0.43881110813438673, -0.6358884246295564, -0.7191510912020249, -0.09066358414942208, -0.0013495247133964577, -0.036429372863291204, -0.1865585746959033, -0.499025824885582, -0.6449235118867844, -0.67428201996792, -0.7146986546351696, -0.5915433711469327, -0.17458985265736346, 0.19571642193827035, 0.15492020797768422, -0.0761125342959833, -0.18972928137343711, -0.42564255839213777, -0.5449309958164759, -0.48297286767113545, -0.27777696176650507, 0.19168873988030766]"
"[0.57, 1.5678923472184807, 0.6129156467600411, -0.41, 1.7893900078165323, 0.4068188131516137, -0.45, 1.4885533361324774, 0.34195855162363287, -0.33, 1.5715392250313718, 0.40285330632315186]","[1.39, 1.39, 1.39, 1.39, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.71, 1.71, 1.71, 1.71, 1.71, 1.71, 1.71, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95]","[-0.6, -0.16, 0.14, 0.72, -0.8, -0.57, -0.41, -0.16, -0.04, 0.11, 0.37, 0.64, 0.84, -0.8, -0.38, -0.15, 0.0, 0.23, 0.57, 0.64, -0.73, -0.44, -0.32, -0.16, 0.15, 0.29, 0.55, 0.69]","[0.39829059829059826, 0.5466666666666666, 0.6493827160493827, 0.06457242582897033, 0.4188034188034188, 0.4474097331240188, 0.5605381165919282, 0.5297450424929179, 0.624332977588047, 0.655367231638418, 0.6017316017316018, 0.25609756097560976, -0.18568232662192394, 0.5117924528301887, 0.5, 0.5547866205305652, 0.5712820512820512, 0.46518105849582175, 0.24838709677419354, 0.22564102564102564, 0.4888268156424581, 0.4, 0.4669811320754717, 0.4117647058823529, 0.3922413793103448, 0.4078549848942598, 0.2112676056338028, -0.023605150214592276]","[0.037924004064658956, 0.03654496396953199, 0.03778764864821971, 0.04168841460682213, 0.03173077559948341, 0.03543460890390239, 0.05545559447844492, 0.04514283877008028, 0.02551933021489609, 0.040144294530083204, 0.05255049435174368, 0.053374369227504465, 0.04647585006088683, 0.02950192840727045, 0.04934637712198267, 0.028255952525956467, 0.026285158489213034, 0.04671989021338466, 0.03890235605594302, 0.04933106701865614, 0.03260240300952687, 0.030216609311120093, 0.0429438153751534, 0.05706720589090188, 0.042703536465155414, 0.05018558643165519, 0.038666464278443946, 0.032746961934952926]","[0.37826286876173765, 0.5600780747029246, 0.6179271750013912, 0.08047685423122806, 0.39749153202256177, 0.4239619854611384, 0.48214270696168493, 0.585863711603468, 0.6223646610418153, 0.6390156839889879, 0.5463895044251734, 0.2092273308700362, -0.2537390829018067, 0.5055827792445311, 0.498378093677982, 0.5521027885832008, 0.5740105241968159, 0.546410702077839, 0.26246383505169923, 0.1538505335387964, 0.4880145725892706, 0.41943222733184016, 0.4139883467011165, 0.41419467652058917, 0.39369855037209167, 0.3552121112109453, 0.19668171490625555, 0.04855209124608822]"
"[0.11, 1.404198716432004, 0.6658499068205114, 0.01, 1.4248185543948666, 0.28620582663027216, 0.49, 1.7065021608005615, 0.7065012434101464, -0.31, 1.5155661697921152, 0.3330593420738417]","[1.3, 1.3, 1.3, 1.3, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98]","[-0.57, -0.03, 0.18, 0.45, -0.84, -0.62, -0.41, -0.22, -0.07, 0.24, 0.32, 0.47, 0.78, -0.69, -0.55, -0.33, -0.11, 0.06, 0.1, 0.3, 0.59, 0.67, -0.71, -0.54, -0.33, -0.13, -0.02, 0.13, 0.45, 0.58, 0.7]","[-0.034482758620689655, -0.04247990815154994, 0.035422343324250684, 0.22184300341296928, 0.35429769392033544, -0.05660377358490566, -0.13862433862433862, -0.2237871674491393, -0.14383561643835616, 0.06403940886699508, 0.09342560553633218, 0.1951219512195122, 0.21513002364066194, 0.08710801393728224, -0.10273081924577374, -0.22164948453608246, -0.1364522417153996, -0.04328018223234624, 0.0, 0.13740458015267176, 0.2691292875989446, 0.21835883171070933, 0.061170212765957445, -0.07551020408163266, -0.07869481765834933, -0.13043478260869565, -0.08450704225352113, -0.002109704641350211, 0.1016949152542373, 0.10284463894967177, -0.003484320557491289]","[0.037116980765996045, 0.03385312127722647, 0.052166816307762064, 0.05696492190012867, 0.04281678446147005, 0.04134936730297922, 0.03221592646881984, 0.03855608486683209, 0.04095000534070495, 0.049527296402546835, 0.058566250784050033, 0.054154460217418, 0.03357569819633828, 0.033950366756675524, 0.035870130921114705, 0.04950454279906602, 0.03092751989841891, 0.04768267417479842, 0.05063696835418333, 0.04327084903983272, 0.03498151465401071, 0.03639375568515239, 0.036397959323462854, 0.03185262955024039, 0.04367492737857103, 0.0354544260524439, 0.03739508440637547, 0.03247841784449758, 0.03461406284305479, 0.046529983280337806, 0.05902777529378254]","[-0.06314329253538001, -0.06573098363609195, 0.03846155462358902, 0.15946235448775103, 0.27551182075525593, -0.04231559236405155, -0.16074451415718843, -0.15420943542275262, -0.09775028354710667, 0.07979612864106822, 0.12392195978973868, 0.18818944684751046, 0.17607247026587655, 0.03962996884471237, -0.09827314207108075, -0.1746048563705312, -0.1279746270283886, -0.04273592758717153, -0.01957248607841411, 0.09696311991943067, 0.20286615378063108, 0.20433578730880958, 0.08568869228928244, -0.030344573611597623, -0.0986808373202702, -0.10339548733329107, -0.0871104872061703, -0.04961195114634801, 0.0587275038008245, 0.10144044006968345, 0.1341970307765813]"
