coefficients,x_known,y_known,z_known,e_known,z_func_known
"[-0.05, 1.7793028418088697, 0.6435892729634305, -0.31, 1.653331045113638, 0.7425599264365466, 0.13, 1.7842982612483929, 0.4942402439640393, -0.65, 1.5956188987726279, 0.5045097049441387]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.5, 1.5, 1.5, 1.5, 1.65, 1.65, 1.65, 1.65, 1.65, 1.81, 1.81, 1.81, 1.81, 1.81]","[-0.84, -0.57, -0.18, 0.09, 0.49, 0.65, -0.6, -0.15, 0.22, 0.54, -0.84, -0.46, -0.15, 0.34, 0.79, -0.53, -0.42, 0.08, 0.17, 0.68]","[0.23583934088568487, -0.11370262390670553, -0.08527131782945736, -0.051175656984785614, 0.08383961117861483, -0.0748792270531401, -0.1141732283464567, -0.20997920997921, 0.0, 0.08114035087719298, 0.19395465994962216, -0.2884097035040431, -0.21842496285289748, 0.09803921568627451, -0.12783505154639174, -0.18791946308724833, -0.22119815668202766, -0.008547008547008548, 0.0486322188449848, -0.0208]","[0.03118629127405306, 0.03793257239585344, 0.06203052519237579, 0.03714166837825169, 0.03473508350705821, 0.03465483879459167, 0.04407769790513156, 0.03152250180321985, 0.03916302249939787, 0.033004123935893165, 0.049235505350437025, 0.03515119140670669, 0.03761639757370509, 0.04201664028620684, 0.03184463248555935, 0.056896416991050185, 0.03310142519034311, 0.04622332792122424, 0.03893793103241916, 0.03999134626391065]","[0.24707312565195944, -0.11885242808019425, -0.14782445098387176, -0.01296501476471986, 0.0924912015210201, 0.01744715351558772, -0.1085720591025106, -0.1545475176980656, 0.051072272834725874, 0.08837065626608374, 0.2793181312021876, -0.20047780489025085, -0.16321039223733053, 0.09037462164618389, -0.14216096193559136, -0.15143054141315526, -0.19609242418179104, -0.03962585052336383, 0.007482917471971898, -0.011577551745187237]"
"[0.404091910170281, 1.6740874830429031, 0.3552890804773146, 0.18290475934023248, 1.5544892797754208, 0.7203319585366854, -0.04678958959866412, 1.4783693010898995, 0.2815291719094599, 0.25096234421101665, 1.749342932103992, 0.5628123428451282]","[1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.22, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91]","[-0.71, -0.57, -0.23, -0.06, 0.31, 0.54, 0.84, -0.77, -0.52, -0.14, 0.08, 0.3, 0.7, -0.73, -0.53, -0.31, -0.21, 0.02, 0.18, 0.32, 0.53, 0.67, -0.83, -0.66, -0.38, -0.21, 0.06, 0.22, 0.37, 0.53, 0.81]","[0.22597402597402597, 0.1729957805907173, 0.19287833827893175, 0.2452316076294278, 0.23648648648648649, 0.0996309963099631, 0.29914529914529914, 0.29238329238329236, 0.4196078431372549, 0.36617405582922824, 0.43125, 0.42472460220318237, 0.3857677902621723, 0.3667711598746082, 0.44525547445255476, 0.488, 0.4497816593886463, 0.37751004016064255, 0.4133738601823708, 0.43966712898751736, 0.3787878787878788, 0.44870466321243524, 0.27601809954751133, 0.4388888888888889, 0.40327868852459015, 0.39325842696629215, 0.3756345177664975, 0.3722627737226277, 0.34894091415830547, 0.31906614785992216, 0.46384039900249374]","[0.04964643144040132, 0.04523899171171284, 0.05345060524129734, 0.035783588451675216, 0.03993394338114348, 0.060443431043932905, 0.05093183227078579, 0.033518340176324456, 0.040193874715709586, 0.0377076421160661, 0.035663869967990716, 0.031673228529589065, 0.056461952719108414, 0.030072689997447614, 0.044167001214452474, 0.05520347815129043, 0.029510128134762927, 0.04149529826701931, 0.03549737889458749, 0.03344925599076114, 0.05695957308010082, 0.028768580393124427, 0.06465410958029447, 0.04735728687358932, 0.030251519392486298, 0.05626807856363532, 0.03301473884560602, 0.029970796131419866, 0.03129035166786618, 0.041802686258001216, 0.031282879645569896]","[0.1442336920612461, 0.19401540598705833, 0.2338399702135065, 0.2267859455617721, 0.1995333177680897, 0.20473866254918757, 0.2779372156682909, 0.27114246027918953, 0.39217268865206123, 0.4202813326398868, 0.39393556895634657, 0.366980506531464, 0.3968366037535369, 0.37109713016192725, 0.4571748276998445, 0.48253247680019185, 0.4774300462429988, 0.44477022892935747, 0.4184104156793888, 0.40276948010245567, 0.4089271126034878, 0.44342833262971143, 0.24711304693499403, 0.3479700341107092, 0.4096151461860473, 0.40386429442415367, 0.3641989312972223, 0.3406373666957202, 0.33002591725183766, 0.3409033309232713, 0.4461073877344254]"
"[-0.2985640373359984, 1.7753312336721863, 0.39668635038348316, -0.09528639489446758, 1.6894615093079153, 0.6278014427812754, 0.47643197447233787, 1.469098034931064, 0.2619903732136893, -0.09528639489446758, 1.6376737662761471, 0.2517048912216977]","[1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.66, 1.66, 1.66, 1.66, 1.66, 1.66, 1.66, 1.66, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8, 1.8]","[-0.82, -0.44, -0.42, -0.14, 0.2, 0.4, 0.59, 0.66, -0.78, -0.51, -0.35, -0.1, 0.09, 0.24, 0.6, 0.71, -0.85, -0.58, -0.41, -0.1, 0.0, 0.37, 0.61, 0.82, -0.77, -0.5, -0.42, -0.21, 0.09, 0.38, 0.53, 0.73]","[0.25668449197860965, -0.2916666666666667, -0.4126506024096386, -0.5099601593625498, -0.4873096446700508, -0.2926208651399491, -0.14393939393939395, -0.03829787234042553, 0.037037037037037035, -0.34472934472934474, -0.4652777777777778, -0.5961995249406176, -0.5899419729206963, -0.49700598802395207, -0.2108843537414966, -0.12867647058823528, 0.125, -0.29102167182662536, -0.4689655172413793, -0.6281540504648074, -0.5721153846153846, -0.42625607779578606, -0.22877122877122877, -0.13900134952766532, -0.07633587786259542, -0.35273573923166474, -0.41431670281995664, -0.4859437751004016, -0.43204868154158216, -0.3191489361702128, -0.4109090909090909, -0.13953488372093023]","[0.049976279709780004, 0.046020591092757045, 0.03534936393513919, 0.03839251659378724, 0.04399265369601076, 0.04823534937654883, 0.035163425293537484, 0.06518495038992517, 0.04664397809541331, 0.05010421273274643, 0.03688186352099837, 0.0276675660647704, 0.03551141883496102, 0.030029627044655748, 0.03605603706226485, 0.04251821335332787, 0.03782562116184042, 0.03764150569890305, 0.05186425729691338, 0.02835513938357022, 0.04021229680271916, 0.03641792700082646, 0.030768766759144302, 0.036379292667567925, 0.061599941563090246, 0.031926456129850705, 0.04238910937786996, 0.027693435194149907, 0.040617294070917236, 0.03569261910989444, 0.054976150829519274, 0.06164822737805635]","[0.22333617037227638, -0.35044362722231737, -0.3691975689655602, -0.5248704574939195, -0.4770682275323089, -0.3482166926244776, -0.1692798518168502, -0.09141963045979021, 0.06408872743640373, -0.36941318479510943, -0.515696499172073, -0.6048614421640183, -0.5771948438523149, -0.5080923147064814, -0.21891039511220237, -0.10749185153369487, 0.1274920840807847, -0.30769451863516006, -0.4675199901626541, -0.5737963972517829, -0.5660009895026837, -0.40969749270627387, -0.24009847010664456, -0.07681089329840475, -0.1282296465094403, -0.36438455615732224, -0.40612087145381764, -0.4647252691607857, -0.448118202559665, -0.36184575731570995, -0.3051138178996574, -0.23036812415450153]"
"[-0.15, 1.6799848161670914, 0.4417952217464064, -0.55, 1.621506199025712, 0.43061353723072093, 0.27, 1.7024215343256464, 0.6191911650609278, -0.51, 1.7957309739750587, 0.34642475470680195]","[1.38, 1.38, 1.38, 1.38, 1.54, 1.54, 1.54, 1.54, 1.54, 1.69, 1.69, 1.69, 1.69, 1.69, 1.69, 1.69, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9]","[-0.51, -0.19, 0.1, 0.72, -0.67, -0.45, -0.02, 0.49, 0.61, -0.73, -0.52, -0.37, -0.05, 0.12, 0.45, 0.64, -0.63, -0.33, -0.06, 0.25, 0.44, 0.78]","[-0.0891089108910891, -0.1882640586797066, -0.20909090909090908, -0.32453245324532454, 0.13093858632676708, -0.10584518167456557, -0.2454212454212454, -0.2134344528710726, -0.2755244755244755, 0.2777777777777778, -0.1417624521072797, -0.27386541471048514, -0.20772946859903382, -0.1875, -0.14285714285714285, -0.26711409395973157, -0.01639344262295082, -0.3041095890410959, -0.2689655172413793, -0.08624708624708624, -0.06387921022067364, -0.3001345895020188]","[0.03745925843409793, 0.04856263175988379, 0.06592974882870462, 0.03137267887776919, 0.0337473244570265, 0.03952316091661802, 0.0586717575722337, 0.03215694405996732, 0.03595035939182453, 0.06051496949046494, 0.035376165161348797, 0.038046955064908884, 0.03399432440330523, 0.057880496799200175, 0.05090690322141417, 0.03530595061368079, 0.05725213876852451, 0.04986330239389845, 0.056558104103445056, 0.048100551250152036, 0.034010305306141214, 0.034995081911422254]","[-0.026080684962309544, -0.16913194541980622, -0.1826123608742859, -0.3368915672707937, 0.1224606092039203, -0.13657763320022087, -0.2161545588992926, -0.20039280384006566, -0.26891455017008736, 0.21529474874967028, -0.13040070923789976, -0.2406375020093684, -0.23843761382837353, -0.18051426836887358, -0.14527457718938053, -0.2667523607506446, -0.023006651114269278, -0.26630927267343796, -0.22683470421918758, -0.1016008557942214, -0.08527112366329587, -0.3830782937098551]"
"[0.21654276012303839, 1.6809046431412469, 0.6281877932573439, 0.014436184008202558, 1.7306085570602951, 0.3755454948227113, -0.4378975815821443, 1.442737514061035, 0.26041209153864314, -0.20691863745090333, 1.56444425590029, 0.4446530985022382]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.66, 1.66, 1.66, 1.66, 1.66, 1.66, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95]","[-0.73, -0.47, -0.02, 0.49, 0.53, -0.71, -0.61, -0.24, -0.22, 0.05, 0.21, 0.47, 0.8, -0.77, -0.31, -0.2, 0.02, 0.35, 0.69, -0.77, -0.53, -0.36, -0.06, 0.13, 0.58, 0.81]","[-0.10776942355889724, 0.16326530612244897, 0.4605809128630705, 0.2621359223300971, 0.22991071428571427, -0.057291666666666664, -0.00430416068866571, 0.3269230769230769, 0.3431013431013431, 0.48905109489051096, 0.47780126849894294, 0.3148614609571788, -0.1724137931034483, -0.05443234836702955, 0.18867924528301888, 0.3030927835051546, 0.41451990632318503, 0.35507246376811596, 0.10873440285204991, 0.24242424242424243, 0.034482758620689655, 0.08, 0.16071428571428573, 0.22282608695652173, 0.21076233183856502, 0.013874066168623266]","[0.04977104852766632, 0.03321995069997514, 0.05717648381708657, 0.0388192383456305, 0.03251272181394086, 0.03602512261665454, 0.03787735009496186, 0.05350297444928035, 0.03282174203385339, 0.04302517303636025, 0.028561456823457468, 0.04763585266850689, 0.03456758718336313, 0.03937768469607777, 0.03894037012094694, 0.030597735321275365, 0.04403993416831961, 0.056270682042367216, 0.041969703648075986, 0.06894700375427551, 0.0350722501872833, 0.05754997827975264, 0.0417084035376083, 0.05081799725522094, 0.03273037082439882, 0.03266543168552427]","[-0.09756853715607239, 0.1494370348591901, 0.4340312988510493, 0.2881526657450031, 0.246476562737292, -0.07210384572811172, 0.02355841264096498, 0.335334396268956, 0.34853046967996093, 0.46610481843442747, 0.4682575423083972, 0.3297897076911773, -0.16651376971757714, -0.06106008333556042, 0.23048277495740363, 0.29204910582932864, 0.37973301089216505, 0.3683093575398316, 0.08517578587841862, 0.07458964991268534, 0.07262701286245588, 0.09759001328333114, 0.16304984356153404, 0.19906062694680768, 0.1812236996515713, 0.07274083496085351]"
"[0.039159760177768906, 1.5323004360912167, 0.4509679545624496, -0.33006083578405215, 1.4970350735906388, 0.5740972108919917, -0.24055281252058042, 1.6774293515214243, 0.25832272523805105, -0.5426423910347976, 1.763259541004628, 0.7302105933908987]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.48, 1.48, 1.48, 1.48, 1.48, 1.48, 1.48, 1.48, 1.68, 1.68, 1.68, 1.68, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96]","[-0.81, -0.56, -0.37, -0.26, -0.08, 0.11, 0.29, 0.61, 0.68, -0.85, -0.6, -0.32, -0.13, 0.15, 0.36, 0.55, 0.7, -0.62, -0.19, 0.22, 0.69, -0.66, -0.31, -0.04, 0.14, 0.3, 0.66]","[0.10337078651685393, 0.10416666666666667, 0.015527950310559006, 0.06437768240343347, 0.11254019292604502, 0.15111695137976347, 0.08618899273104881, -0.02824858757062147, -0.007751937984496124, 0.2, 0.08958837772397095, 0.0945945945945946, 0.09967845659163987, 0.13189448441247004, 0.14467408585055644, -0.0807799442896936, -0.1473429951690821, 0.006675567423230975, 0.21602787456445993, 0.21232876712328766, -0.16511627906976745, 0.024081115335868188, 0.12423625254582485, 0.014084507042253521, 0.15246636771300448, 0.16199756394640683, -0.14068441064638784]","[0.033340505453979534, 0.05860500149173003, 0.0394007693503872, 0.037745012915774236, 0.05634456195856698, 0.035833673058217386, 0.032104635805754796, 0.04337898545490136, 0.044021222583071264, 0.03771236166328253, 0.03465453725375855, 0.0578631850549874, 0.03989665518967685, 0.03432465685659835, 0.03945312585485575, 0.03719770638316162, 0.03437309576235706, 0.03653839060107043, 0.04075361417911988, 0.05718620435022747, 0.033631667911293496, 0.0355906187331022, 0.04477973596008044, 0.06851207448707779, 0.03309102148010642, 0.03443924886954495, 0.06104937528605669]","[0.15985693551400448, 0.05986606919911931, 0.05486828260175032, 0.06853778291807243, 0.1012830959926118, 0.12851389600228927, 0.12423240479048098, -0.025357409119911956, -0.09213179708751609, 0.13892414215274185, 0.0618768408667901, 0.09440341036969156, 0.14377476308814133, 0.18891265113047875, 0.15306755506436803, 0.03363096287680114, -0.13832914281576278, 0.04110842574564926, 0.16098364375410013, 0.23300250711596293, -0.13418929643421343, 0.022569324071688962, 0.03448678442092355, 0.11324184062258966, 0.15308842913629062, 0.15628909238001573, -0.041039515879346115]"
"[0.81, 1.5666834358550474, 0.7423137312615815, 0.35, 1.786009119601487, 0.5827787003269549, 0.03, 1.704475118898047, 0.37343632533262255, -0.25, 1.4866920144419424, 0.5695345168651174]","[1.34, 1.34, 1.34, 1.34, 1.34, 1.51, 1.51, 1.51, 1.51, 1.51, 1.77, 1.77, 1.77, 1.77, 1.81, 1.81, 1.81, 1.81, 1.81, 1.81]","[-0.76, -0.41, 0.08, 0.49, 0.62, -0.79, -0.5, -0.13, 0.17, 0.63, -0.47, -0.42, 0.33, 0.5, -0.74, -0.54, -0.01, 0.22, 0.55, 0.67]","[0.3804347826086957, 0.2413793103448276, 0.4645030425963489, 0.5958188153310104, 0.6, 0.3157894736842105, 0.20930232558139536, 0.3574007220216607, 0.5710144927536231, 0.6346153846153846, 0.2581818181818182, 0.30756302521008405, 0.5574614065180102, 0.6085790884718498, 0.2154696132596685, 0.21199586349534644, 0.49324324324324326, 0.553072625698324, 0.531578947368421, 0.6228287841191067]","[0.03936243188380285, 0.05698566149169805, 0.03988413552491067, 0.047406608696204916, 0.05520524474738834, 0.06283775433433149, 0.06668888323056966, 0.03239840594009156, 0.04419792273515107, 0.026792994599834558, 0.058257801623795985, 0.03900883299074972, 0.03438348910286341, 0.029051850962307994, 0.03629172861643874, 0.03142690266026628, 0.05056141245096679, 0.035952344588133796, 0.04345063208051789, 0.027557391177811842]","[0.2797070867910155, 0.262264164912566, 0.44013909027472287, 0.5749865945902931, 0.5844598740409467, 0.28538783801406864, 0.2469165857471434, 0.3597676448999618, 0.5001505216221579, 0.6276199646525537, 0.23247696226080689, 0.242448023449623, 0.5503977113828648, 0.6027973681645142, 0.2308495176381206, 0.21929339254117514, 0.3925284356430198, 0.4972758761406047, 0.6037648312148365, 0.6160056428111592]"
"[0.14215730299426232, 1.652233921480638, 0.4188946120259658, -0.2873392294564877, 1.6628353870239745, 0.6353278545049609, 0.16030504380204053, 1.4738981634833555, 0.2877012146812916, -0.08771408057092782, 1.5058882108351044, 0.3846988362363267]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.44, 1.44, 1.44, 1.44, 1.44, 1.44, 1.44, 1.69, 1.69, 1.69, 1.69, 1.69, 1.69, 1.94, 1.94, 1.94, 1.94, 1.94]","[-0.84, -0.57, -0.35, -0.18, 0.01, 0.25, 0.57, 0.79, -0.79, -0.4, -0.17, 0.05, 0.29, 0.52, 0.74, -0.67, -0.55, -0.12, 0.17, 0.56, 0.82, -0.67, -0.23, 0.03, 0.23, 0.63]","[0.2516703786191537, 0.08403361344537816, 0.06552706552706553, 0.02054794520547945, -0.07749077490774908, -0.020277481323372464, 0.04932735426008968, 0.09505703422053231, 0.33251833740831294, 0.09900990099009901, -0.014141414141414142, -0.05303030303030303, 0.06756756756756757, -0.04639175257731959, 0.03359173126614987, 0.23651452282157676, 0.15447154471544716, 0.07471264367816093, 0.0759493670886076, 0.06229508196721312, 0.07048458149779736, 0.16527942925089179, 0.11773940345368916, 0.1050767414403778, 0.024757804090419805, 0.03563941299790356]","[0.045673919800536734, 0.04567280307557298, 0.053261335047704646, 0.03377973545393315, 0.060563015878227267, 0.03266185905743434, 0.03861516876535477, 0.04340463433592056, 0.03297460598271672, 0.04950740117451414, 0.03177890826493561, 0.0614591446878292, 0.04734944427818248, 0.050712648265039566, 0.050804168672437956, 0.0625880584799725, 0.0363686809088222, 0.05345580462859284, 0.0457988560844847, 0.04041017812794559, 0.0468155986037082, 0.03400850964129415, 0.03934585671875853, 0.034170191418717875, 0.032798879105014236, 0.032355627278805685]","[0.2854305023849974, 0.12668760884475502, 0.051639200986151976, 0.019788006185324405, 0.004581885887690186, 0.005876899647374965, 0.02092561557839301, 0.024742388498154612, 0.3536610673552813, 0.09010934819385834, 0.025359607278957884, 0.007742787483890952, 0.020874881768781012, 0.04842139308862614, 0.07316452480161038, 0.26414567740000805, 0.193046110605374, 0.062014605269485885, 0.047324213798287953, 0.06145203240129811, 0.06024687227461115, 0.21503750444915604, 0.10435255150693483, 0.07433252461567197, 0.05916568315944978, 0.024676132756712224]"
"[-0.71, 1.452794075830905, 0.5657855613696445, -0.05, 1.4216661969542175, 0.46827276260728934, 0.93, 1.7769984557261322, 0.6422181648793401, -0.89, 1.4122544716216952, 0.7263423281438455]","[1.31, 1.31, 1.31, 1.31, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.63, 1.63, 1.63, 1.63, 1.63, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98]","[-0.58, -0.03, 0.12, 0.79, -0.6, -0.35, -0.03, 0.19, 0.42, 0.71, -0.65, -0.26, 0.03, 0.2, 0.8, -0.79, -0.53, -0.19, -0.11, 0.17, 0.5, 0.79]","[-0.6576576576576577, -0.7161290322580646, -0.6045627376425855, -0.29024390243902437, -0.6501901140684411, -0.8581314878892734, -0.7818181818181819, -0.6021857923497268, -0.43006993006993005, -0.2937625754527163, -0.5125448028673835, -0.8647166361974405, -0.7608440797186401, -0.6003937007874016, -0.271889400921659, -0.039647577092511016, -0.5490909090909091, -0.6323851203501094, -0.6768211920529801, -0.44135802469135804, -0.24770642201834864, -0.015337423312883436]","[0.035750839633693375, 0.03236748697753867, 0.02835819895063561, 0.03341823799373714, 0.04684952108327871, 0.021355872003243757, 0.022469613841939077, 0.026392834585882197, 0.03774777942919351, 0.03031862237038509, 0.029679648101251805, 0.021475088202732556, 0.022219102032781088, 0.02508896383578161, 0.032663557845655396, 0.038289953165390175, 0.05039838285838938, 0.02562328202192781, 0.026791148928540485, 0.03525049456882153, 0.04639878815669917, 0.0391584159412481]","[-0.6438813675028038, -0.7265916769085723, -0.6170425113366547, -0.3472520036191399, -0.6304001216710193, -0.8456542088728982, -0.7673094091047437, -0.5976541113456452, -0.4167946522748608, -0.32003210465521037, -0.5111186606307012, -0.8526887035787175, -0.737452453474535, -0.6011458006587325, -0.2860460650581714, -0.050956124311932624, -0.5087272025613836, -0.6618323178034127, -0.6450494438047478, -0.49141751647745435, -0.24591035219455773, -0.11830314651766999]"
"[-0.33, 1.497614678645945, 0.44711752323757764, 0.21, 1.6488152995031193, 0.7438685591243275, -0.29, 1.4841815028760548, 0.5239150606572863, 0.35, 1.6933741630951236, 0.3010104665476766]","[1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.46, 1.46, 1.46, 1.46, 1.46, 1.46, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.87, 1.87, 1.87, 1.87]","[-0.67, -0.3, -0.02, 0.12, 0.4, 0.8, -0.69, -0.36, -0.07, 0.05, 0.42, 0.82, -0.79, -0.62, -0.37, -0.18, 0.12, 0.4, 0.45, 0.83, -0.48, -0.28, 0.24, 0.73]","[-0.18143459915611815, -0.14485981308411214, -0.21428571428571427, -0.20930232558139536, -0.21693121693121692, -0.26288659793814434, -0.2761904761904762, -0.109717868338558, -0.1069182389937107, -0.208, -0.33116883116883117, -0.19217081850533807, -0.4774774774774775, -0.15714285714285714, -0.10891089108910891, -0.14119922630560927, -0.23267326732673269, -0.38767395626242546, -0.36401673640167365, -0.1526479750778816, -0.06092436974789916, -0.026143790849673203, -0.23006833712984054, -0.23308270676691728]","[0.06387889009776712, 0.04782697676939328, 0.06153079086777396, 0.049706958749033185, 0.031755361953946945, 0.048981656481918316, 0.04194597025566235, 0.03935136292301068, 0.039425283410093194, 0.03571621480504338, 0.031041223903909995, 0.04139623602198919, 0.027799065569696642, 0.04173269792143505, 0.0403805825678437, 0.04353932344063996, 0.048386417747692534, 0.041100877297013665, 0.030123383229232113, 0.0551604455472751, 0.03234998053671211, 0.05714665522380117, 0.032843047759945856, 0.04868373851199473]","[-0.3206501989264962, -0.14600395960398938, -0.15947074371525038, -0.19031992977376372, -0.2596066763599839, -0.26601928022632054, -0.3424843625531344, -0.11984567669121748, -0.1565957473869864, -0.20413528444180004, -0.3484363007699641, -0.2651952272183809, -0.47170574666592524, -0.20161496959882796, -0.05338563024999862, -0.0798728129009162, -0.24033227368733467, -0.37628868240015634, -0.38712099919187193, -0.20188841577874608, -0.060676334036775165, -0.03135107949864102, -0.23973550230373125, -0.22771491523550003]"
"[-0.35155286623179666, 1.6984428243307303, 0.6538517378389266, 0.47072332936121936, 1.689876263291771, 0.43500960150887236, 0.47072332936121936, 1.7553183405070816, 0.4332785285899184, -0.4826403756741616, 1.5533910628205363, 0.3176601615575962]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.98, 1.98, 1.98, 1.98]","[-0.84, -0.43, 0.03, 0.32, 0.83, -0.75, -0.58, -0.44, -0.25, 0.02, 0.13, 0.43, 0.6, 0.7, -0.65, -0.61, -0.25, -0.16, 0.03, 0.36, 0.57, 0.74, -0.47, -0.36, 0.0, 0.51]","[-0.21700223713646533, -0.6404255319148936, -0.2787524366471735, -0.001589825119236884, 0.0794979079497908, -0.3796095444685466, -0.6365883807169345, -0.6614785992217899, -0.6008771929824561, -0.3738019169329074, -0.12585812356979406, 0.1510791366906475, 0.22287390029325513, 0.29606625258799174, -0.5416666666666666, -0.6499068901303539, -0.6243654822335025, -0.5767045454545454, -0.4153846153846154, 0.05142857142857143, 0.26156941649899396, 0.3463114754098361, -0.5675675675675675, -0.4928774928774929, -0.40447154471544716, 0.07988165680473373]","[0.03264804568594572, 0.025050059202196266, 0.042401061975539424, 0.039872560751525433, 0.06447989802647512, 0.043088381998267186, 0.02711408013974863, 0.03307949577021439, 0.026468837166710054, 0.0302680978858, 0.047456103593365946, 0.03169054985496106, 0.03732883172900413, 0.04346162187185254, 0.029426654047131934, 0.032797017911887175, 0.024888946124395704, 0.03079006691334891, 0.03989061055180431, 0.05338151370868855, 0.030613798659469737, 0.030028476273273194, 0.02707081916003032, 0.04644243371761224, 0.0291548077432912, 0.03833862901452282]","[-0.18831513760789986, -0.615217142971196, -0.2978022618772401, 0.01747362303908434, 0.14073002782876656, -0.3840711933723426, -0.5985669868379832, -0.6514565716259872, -0.5867259780023265, -0.32483098482664474, -0.19308074243248471, 0.1271608372661515, 0.22075057493653472, 0.22535184246832093, -0.5781577015751214, -0.6234015562518775, -0.6649230375755345, -0.5972879439518313, -0.394624138854598, 0.01954222494447167, 0.22061079096799965, 0.29039348655777564, -0.5314196930026888, -0.5398595075535373, -0.3849507056689856, 0.04574474994742726]"
"[-0.2064733016477769, 1.4045820514562686, 0.26121213406081867, -0.26063023322752166, 1.4850396553812575, 0.33196475419055904, -0.28770869901739404, 1.7715715725307075, 0.3705639149256691, -0.030463274013606427, 1.5620208924965995, 0.2781788911799329]","[1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.31, 1.4, 1.4, 1.4, 1.4, 1.4, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.86, 1.86, 1.86, 1.86]","[-0.76, -0.53, -0.29, -0.05, 0.2, 0.29, 0.6, 0.8, -0.61, -0.29, 0.09, 0.37, 0.71, -0.82, -0.43, -0.13, 0.13, 0.32, 0.74, -0.55, -0.22, 0.11, 0.59]","[-0.1990521327014218, -0.17659804983748645, -0.16473988439306358, -0.2222222222222222, -0.3076923076923077, -0.30248306997742663, -0.44390243902439025, -0.5836820083682008, -0.09881422924901186, -0.11264367816091954, -0.29318181818181815, -0.3073770491803279, -0.4850498338870432, -0.15217391304347827, -0.04566929133858268, -0.08461538461538462, -0.13860252004581902, -0.05583756345177665, -0.49469214437367304, 0.007462686567164179, 0.03273809523809524, 0.14471544715447154, -0.15081652257444764]","[0.04770511335244086, 0.03239807132806743, 0.03749490852700148, 0.03388345477053271, 0.048180362096620785, 0.03202186034459786, 0.06258460126308626, 0.02626138551864814, 0.03612005578126276, 0.04764117319483413, 0.032228664921146656, 0.043076355901830135, 0.03564140940249509, 0.034347666562605635, 0.03964238397982826, 0.03567733311664264, 0.03351820454633944, 0.07113589506029487, 0.040044552743761966, 0.043192218504990415, 0.038555159487356654, 0.03989941498348312, 0.030639272365134435]","[-0.14166220457835255, -0.15191188849191492, -0.17382045633468338, -0.21310715470179986, -0.27898950820569324, -0.3102276848516239, -0.45414113470023587, -0.5812950683246125, -0.15410831539548622, -0.17113999293594703, -0.2462593478516559, -0.35644178340335375, -0.572212116418092, -0.11398713351713885, -0.024524650851297868, -0.019400679418128352, -0.0737716320000759, -0.15453547479063087, -0.47859364561480794, 0.02590199159832655, 0.08863175199976361, 0.061855383960265, -0.16414717590151007]"
